:START_ID,:END_ID,:TYPE,total_amount:float,transaction_count:int,avg_amount:float,first_timestamp:datetime,last_timestamp:datetime,time_window_hours:float,transaction_ids:string[]
ACC0085,ACC0084,TRANSFERRED_TO,7424,1,7424.0,2026-01-12T11:29:52,2026-01-12T11:29:52,0.0,TXN6AF7E3377A
ACC0085,ACC0242,TRANSFERRED_TO,7008,1,7008.0,2026-01-12T23:26:16,2026-01-12T23:26:16,0.0,TXN879EDE0226
ACC0085,ACC0147,TRANSFERRED_TO,15004,1,15004.0,2026-01-13T02:40:55,2026-01-13T02:40:55,0.0,TXN929840D587
ACC0085,ACC0112,TRANSFERRED_TO,18062,1,18062.0,2026-01-13T13:26:29,2026-01-13T13:26:29,0.0,TXN939C74B7EC
ACC0085,ACC0021,TRANSFERRED_TO,10564,1,10564.0,2026-01-13T19:40:18,2026-01-13T19:40:18,0.0,TXN9ACC705D63
ACC0085,ACC0076,TRANSFERRED_TO,6255,1,6255.0,2026-01-10T17:57:52,2026-01-10T17:57:52,0.0,TXNA064DC1BC4
ACC0085,ACC0195,TRANSFERRED_TO,1607,1,1607.0,2026-01-13T02:54:56,2026-01-13T02:54:56,0.0,TXNAD5DB9CB98
ACC0085,ACC0070,TRANSFERRED_TO,14016,1,14016.0,2026-01-11T15:15:58,2026-01-11T15:15:58,0.0,TXNC4144E472C
ACC0085,ACC0054,TRANSFERRED_TO,12953,1,12953.0,2026-01-11T13:46:49,2026-01-11T13:46:49,0.0,TXNCDD0F7076F
ACC0166,ACC0222,TRANSFERRED_TO,13378,1,13378.0,2026-01-12T09:19:49,2026-01-12T09:19:49,0.0,TXN000C126D28
ACC0166,ACC0082,TRANSFERRED_TO,11282,1,11282.0,2026-01-10T13:21:09,2026-01-10T13:21:09,0.0,TXN09DD0B793A
ACC0166,ACC0086,TRANSFERRED_TO,24777,1,24777.0,2026-01-11T04:01:15,2026-01-11T04:01:15,0.0,TXN0A547DF06C
ACC0166,ACC0220,TRANSFERRED_TO,14168,1,14168.0,2026-01-12T22:33:50,2026-01-12T22:33:50,0.0,TXN1C54029D06
ACC0166,ACC0006,TRANSFERRED_TO,1207,1,1207.0,2026-01-13T23:39:58,2026-01-13T23:39:58,0.0,TXN395053A72C
ACC0166,ACC0041,TRANSFERRED_TO,21485,1,21485.0,2026-01-11T12:31:10,2026-01-11T12:31:10,0.0,TXN4775C50569
ACC0166,ACC0033,TRANSFERRED_TO,10092,1,10092.0,2026-01-13T22:23:00,2026-01-13T22:23:00,0.0,TXN4A70AE4984
ACC0166,ACC0080,TRANSFERRED_TO,11590,1,11590.0,2026-01-12T13:51:18,2026-01-12T13:51:18,0.0,TXN51268B9DDE
ACC0166,ACC0247,TRANSFERRED_TO,15030,1,15030.0,2026-01-10T22:48:11,2026-01-10T22:48:11,0.0,TXN88416BF7E4
ACC0166,ACC0136,TRANSFERRED_TO,9491,1,9491.0,2026-01-12T03:24:04,2026-01-12T03:24:04,0.0,TXNA679CF65E4
ACC0166,ACC0098,TRANSFERRED_TO,9352,1,9352.0,2026-01-13T07:46:43,2026-01-13T07:46:43,0.0,TXNAFEB257B03
ACC0166,ACC0186,TRANSFERRED_TO,12615,1,12615.0,2026-01-14T06:37:22,2026-01-14T06:37:22,0.0,TXNCE8CA5A9E6
ACC0166,ACC0164,TRANSFERRED_TO,14244,1,14244.0,2026-01-12T07:23:40,2026-01-12T07:23:40,0.0,TXND06DF96FD0
ACC0166,ACC0288,TRANSFERRED_TO,12433,1,12433.0,2026-01-11T15:18:16,2026-01-11T15:18:16,0.0,TXNE87E08A676
ACC0222,ACC0052,TRANSFERRED_TO,9627,1,9627.0,2026-01-11T09:42:04,2026-01-11T09:42:04,0.0,TXN103048D397
ACC0222,ACC0175,TRANSFERRED_TO,15052,1,15052.0,2026-01-13T12:22:02,2026-01-13T12:22:02,0.0,TXN19AE477CA0
ACC0222,ACC0072,TRANSFERRED_TO,8614,1,8614.0,2026-01-13T14:42:26,2026-01-13T14:42:26,0.0,TXN35DCDB2DCB
ACC0222,ACC0277,TRANSFERRED_TO,9328,1,9328.0,2026-01-11T18:58:51,2026-01-11T18:58:51,0.0,TXN4EFDF3DBFF
ACC0222,ACC0255,TRANSFERRED_TO,11140,1,11140.0,2026-01-12T07:05:22,2026-01-12T07:05:22,0.0,TXN5A0409D8C2
ACC0222,ACC0177,TRANSFERRED_TO,16817,1,16817.0,2026-01-14T14:00:15,2026-01-14T14:00:15,0.0,TXN791BBAE6C4
ACC0222,ACC0299,TRANSFERRED_TO,13590,1,13590.0,2026-01-10T17:22:41,2026-01-10T17:22:41,0.0,TXN8F5D8F5EB7
ACC0222,ACC0063,TRANSFERRED_TO,13835,1,13835.0,2026-01-10T12:21:08,2026-01-10T12:21:08,0.0,TXNA78ADA5C1E
ACC0222,ACC0184,TRANSFERRED_TO,7498,1,7498.0,2026-01-11T22:21:59,2026-01-11T22:21:59,0.0,TXNAE0E9ABD37
ACC0222,ACC0014,TRANSFERRED_TO,9260,1,9260.0,2026-01-11T18:32:01,2026-01-11T18:32:01,0.0,TXNF43DE536B5
ACC0187,ACC0290,TRANSFERRED_TO,9080,1,9080.0,2026-01-13T20:46:34,2026-01-13T20:46:34,0.0,TXN002CCEC6DB
ACC0187,ACC0066,TRANSFERRED_TO,19566,1,19566.0,2026-01-12T23:18:20,2026-01-12T23:18:20,0.0,TXN13090A6DB5
ACC0187,ACC0133,TRANSFERRED_TO,24154,1,24154.0,2026-01-12T06:50:54,2026-01-12T06:50:54,0.0,TXN2E5E016A99
ACC0187,ACC0278,TRANSFERRED_TO,24109,1,24109.0,2026-01-11T20:17:42,2026-01-11T20:17:42,0.0,TXN424A61BFB2
ACC0187,ACC0246,TRANSFERRED_TO,16366,1,16366.0,2026-01-12T20:26:49,2026-01-12T20:26:49,0.0,TXN4C4D3532E1
ACC0187,ACC0266,TRANSFERRED_TO,6338,1,6338.0,2026-01-13T10:43:01,2026-01-13T10:43:01,0.0,TXN6FA53BE938
ACC0187,ACC0179,TRANSFERRED_TO,6087,1,6087.0,2026-01-13T05:37:05,2026-01-13T05:37:05,0.0,TXNAC6DBA651D
ACC0187,ACC0234,TRANSFERRED_TO,2488,1,2488.0,2026-01-12T08:34:03,2026-01-12T08:34:03,0.0,TXNBADE33670F
ACC0187,ACC0084,TRANSFERRED_TO,9317,1,9317.0,2026-01-14T01:28:36,2026-01-14T01:28:36,0.0,TXNC0F2F330EB
ACC0187,ACC0026,TRANSFERRED_TO,6083,1,6083.0,2026-01-11T11:51:27,2026-01-11T11:51:27,0.0,TXNC2D9EE9456
ACC0187,ACC0077,TRANSFERRED_TO,13004,1,13004.0,2026-01-12T04:04:15,2026-01-12T04:04:15,0.0,TXND39197465A
ACC0290,ACC0288,TRANSFERRED_TO,6841,1,6841.0,2026-01-11T06:46:56,2026-01-11T06:46:56,0.0,TXN029682EE6A
ACC0290,ACC0208,TRANSFERRED_TO,20810,1,20810.0,2026-01-12T06:57:19,2026-01-12T06:57:19,0.0,TXN19F484CFD5
ACC0290,ACC0082,TRANSFERRED_TO,17943,1,17943.0,2026-01-12T17:11:31,2026-01-12T17:11:31,0.0,TXN1A9B2C79BA
ACC0290,ACC0207,TRANSFERRED_TO,19366,1,19366.0,2026-01-12T04:40:57,2026-01-12T04:40:57,0.0,TXN2F3F550F55
ACC0290,ACC0216,TRANSFERRED_TO,15650,1,15650.0,2026-01-14T09:06:27,2026-01-14T09:06:27,0.0,TXN3BDEBE51ED
ACC0290,ACC0258,TRANSFERRED_TO,13771,1,13771.0,2026-01-13T13:47:38,2026-01-13T13:47:38,0.0,TXN584B06E149
ACC0290,ACC0060,TRANSFERRED_TO,10042,1,10042.0,2026-01-11T21:12:51,2026-01-11T21:12:51,0.0,TXN649C01DDE2
ACC0290,ACC0134,TRANSFERRED_TO,2728,1,2728.0,2026-01-11T03:56:06,2026-01-11T03:56:06,0.0,TXN6E4A908A29
ACC0290,ACC0133,TRANSFERRED_TO,4433,1,4433.0,2026-01-13T10:52:05,2026-01-13T10:52:05,0.0,TXN6F1AC19013
ACC0290,ACC0284,TRANSFERRED_TO,670,1,670.0,2026-01-13T01:59:45,2026-01-13T01:59:45,0.0,TXN6F93059B1C
ACC0290,ACC0034,TRANSFERRED_TO,17379,1,17379.0,2026-01-11T02:05:08,2026-01-11T02:05:08,0.0,TXN72BAF32352
ACC0290,ACC0200,TRANSFERRED_TO,17251,2,8625.5,2026-01-11T13:36:45,2026-01-12T07:46:03,18.155,TXN796009EFD5|TXND39EEEF773
ACC0290,ACC0163,TRANSFERRED_TO,6273,1,6273.0,2026-01-10T14:53:48,2026-01-10T14:53:48,0.0,TXN9EF017BFA6
ACC0290,ACC0026,TRANSFERRED_TO,12616,1,12616.0,2026-01-11T07:29:29,2026-01-11T07:29:29,0.0,TXNA455BDF343
ACC0290,ACC0116,TRANSFERRED_TO,16370,1,16370.0,2026-01-13T07:34:12,2026-01-13T07:34:12,0.0,TXNAD73B367F1
ACC0290,ACC0031,TRANSFERRED_TO,22948,1,22948.0,2026-01-11T22:37:41,2026-01-11T22:37:41,0.0,TXNBA1A81A7D9
ACC0290,ACC0282,TRANSFERRED_TO,11056,1,11056.0,2026-01-13T18:41:40,2026-01-13T18:41:40,0.0,TXNBFD1A68053
ACC0290,ACC0028,TRANSFERRED_TO,8152,1,8152.0,2026-01-12T12:55:10,2026-01-12T12:55:10,0.0,TXNC3265F386C
ACC0290,ACC0131,TRANSFERRED_TO,17368,1,17368.0,2026-01-11T22:48:55,2026-01-11T22:48:55,0.0,TXND3535379F7
ACC0290,ACC0182,TRANSFERRED_TO,21852,1,21852.0,2026-01-14T00:04:45,2026-01-14T00:04:45,0.0,TXNDAE74C5B18
ACC0182,ACC0238,TRANSFERRED_TO,9960,1,9960.0,2026-01-12T05:13:10,2026-01-12T05:13:10,0.0,TXN002F3DE986
ACC0182,ACC0245,TRANSFERRED_TO,4697,1,4697.0,2026-01-10T22:07:03,2026-01-10T22:07:03,0.0,TXN01F45546BB
ACC0182,ACC0263,TRANSFERRED_TO,10478,1,10478.0,2026-01-10T11:43:06,2026-01-10T11:43:06,0.0,TXN031C182032
ACC0182,ACC0225,TRANSFERRED_TO,20858,1,20858.0,2026-01-11T09:48:23,2026-01-11T09:48:23,0.0,TXN1FA5869AC2
ACC0182,ACC0046,TRANSFERRED_TO,23432,1,23432.0,2026-01-11T05:49:13,2026-01-11T05:49:13,0.0,TXN366EBA5698
ACC0182,ACC0004,TRANSFERRED_TO,5369,1,5369.0,2026-01-11T19:22:22,2026-01-11T19:22:22,0.0,TXN3FB1AF0A40
ACC0182,ACC0032,TRANSFERRED_TO,17168,1,17168.0,2026-01-13T11:36:23,2026-01-13T11:36:23,0.0,TXN47C84CA42D
ACC0182,ACC0110,TRANSFERRED_TO,2990,1,2990.0,2026-01-13T01:55:53,2026-01-13T01:55:53,0.0,TXN4A1DB35145
ACC0182,ACC0206,TRANSFERRED_TO,18223,1,18223.0,2026-01-11T21:08:11,2026-01-11T21:08:11,0.0,TXN4F1D8C82CC
ACC0182,ACC0034,TRANSFERRED_TO,22765,1,22765.0,2026-01-11T12:58:26,2026-01-11T12:58:26,0.0,TXN5C01D579AA
ACC0182,ACC0254,TRANSFERRED_TO,4098,1,4098.0,2026-01-11T07:25:56,2026-01-11T07:25:56,0.0,TXN68D9552BB6
ACC0182,ACC0081,TRANSFERRED_TO,16104,1,16104.0,2026-01-12T13:06:48,2026-01-12T13:06:48,0.0,TXN6DF82F9C25
ACC0182,ACC0065,TRANSFERRED_TO,19939,1,19939.0,2026-01-10T15:32:06,2026-01-10T15:32:06,0.0,TXN7027D7D890
ACC0182,ACC0184,TRANSFERRED_TO,15873,1,15873.0,2026-01-13T20:14:48,2026-01-13T20:14:48,0.0,TXN93BF3A27B8
ACC0182,ACC0071,TRANSFERRED_TO,15909,1,15909.0,2026-01-13T07:01:22,2026-01-13T07:01:22,0.0,TXNCEB692F165
ACC0182,ACC0127,TRANSFERRED_TO,19610,1,19610.0,2026-01-10T11:15:45,2026-01-10T11:15:45,0.0,TXND464840C27
ACC0182,ACC0114,TRANSFERRED_TO,3880,1,3880.0,2026-01-13T05:06:53,2026-01-13T05:06:53,0.0,TXNF553CBF63E
ACC0238,ACC0228,TRANSFERRED_TO,19916,1,19916.0,2026-01-11T17:37:05,2026-01-11T17:37:05,0.0,TXN330CBAFA31
ACC0238,ACC0281,TRANSFERRED_TO,14953,1,14953.0,2026-01-11T11:02:42,2026-01-11T11:02:42,0.0,TXN506375FA28
ACC0238,ACC0244,TRANSFERRED_TO,15544,1,15544.0,2026-01-13T18:36:54,2026-01-13T18:36:54,0.0,TXN5E5BFCFF5C
ACC0238,ACC0188,TRANSFERRED_TO,1079,1,1079.0,2026-01-12T06:20:21,2026-01-12T06:20:21,0.0,TXN6E38558DFC
ACC0238,ACC0234,TRANSFERRED_TO,9563,1,9563.0,2026-01-13T08:46:45,2026-01-13T08:46:45,0.0,TXN6E39C84215
ACC0238,ACC0138,TRANSFERRED_TO,7423,1,7423.0,2026-01-13T03:11:34,2026-01-13T03:11:34,0.0,TXNAB6D65D589
ACC0238,ACC0264,TRANSFERRED_TO,7686,1,7686.0,2026-01-13T05:03:23,2026-01-13T05:03:23,0.0,TXNB1A00A8D84
ACC0238,ACC0053,TRANSFERRED_TO,2244,1,2244.0,2026-01-14T10:01:29,2026-01-14T10:01:29,0.0,TXNC05A6EE129
ACC0238,ACC0105,TRANSFERRED_TO,17282,1,17282.0,2026-01-11T13:38:23,2026-01-11T13:38:23,0.0,TXND47D7875DB
ACC0238,ACC0155,TRANSFERRED_TO,12844,1,12844.0,2026-01-13T22:43:05,2026-01-13T22:43:05,0.0,TXNE2C4F2D5C7
ACC0238,ACC0156,TRANSFERRED_TO,4866,1,4866.0,2026-01-14T14:55:17,2026-01-14T14:55:17,0.0,TXNEE729C66D2
ACC0238,ACC0098,TRANSFERRED_TO,16441,1,16441.0,2026-01-14T11:15:15,2026-01-14T11:15:15,0.0,TXNFAC2BC08C5
ACC0120,ACC0226,TRANSFERRED_TO,6370,1,6370.0,2026-01-12T21:43:55,2026-01-12T21:43:55,0.0,TXN00317E301C
ACC0120,ACC0134,TRANSFERRED_TO,6825,1,6825.0,2026-01-11T17:10:37,2026-01-11T17:10:37,0.0,TXN03D4228832
ACC0120,ACC0004,TRANSFERRED_TO,15185,1,15185.0,2026-01-11T10:29:35,2026-01-11T10:29:35,0.0,TXN09DFD87329
ACC0120,ACC0264,TRANSFERRED_TO,12362,1,12362.0,2026-01-14T11:32:45,2026-01-14T11:32:45,0.0,TXN12A4AD8CB0
ACC0120,ACC0145,TRANSFERRED_TO,24423,1,24423.0,2026-01-12T19:12:36,2026-01-12T19:12:36,0.0,TXN2A9C6CE13D
ACC0120,ACC0108,TRANSFERRED_TO,1354,1,1354.0,2026-01-14T15:12:49,2026-01-14T15:12:49,0.0,TXN79D0FA30E7
ACC0120,ACC0100,TRANSFERRED_TO,5945,1,5945.0,2026-01-11T20:57:06,2026-01-11T20:57:06,0.0,TXN84EA6A65FB
ACC0120,ACC0155,TRANSFERRED_TO,21376,1,21376.0,2026-01-11T01:39:31,2026-01-11T01:39:31,0.0,TXN8685BE5EB5
ACC0120,ACC0045,TRANSFERRED_TO,14252,1,14252.0,2026-01-11T09:16:30,2026-01-11T09:16:30,0.0,TXN8B1F27AD55
ACC0120,ACC0047,TRANSFERRED_TO,11985,1,11985.0,2026-01-12T06:22:36,2026-01-12T06:22:36,0.0,TXN8D566180BD
ACC0120,ACC0164,TRANSFERRED_TO,18288,1,18288.0,2026-01-12T15:11:56,2026-01-12T15:11:56,0.0,TXNA913759D39
ACC0120,ACC0275,TRANSFERRED_TO,20408,1,20408.0,2026-01-14T09:47:55,2026-01-14T09:47:55,0.0,TXNAA0DDA7FBF
ACC0120,ACC0277,TRANSFERRED_TO,10016,1,10016.0,2026-01-11T05:46:22,2026-01-11T05:46:22,0.0,TXNB951C4583E
ACC0120,ACC0236,TRANSFERRED_TO,21204,1,21204.0,2026-01-13T09:05:06,2026-01-13T09:05:06,0.0,TXNBB9F676F02
ACC0120,ACC0184,TRANSFERRED_TO,13169,1,13169.0,2026-01-12T02:46:18,2026-01-12T02:46:18,0.0,TXNC94359C09D
ACC0120,ACC0187,TRANSFERRED_TO,7672,1,7672.0,2026-01-12T20:43:42,2026-01-12T20:43:42,0.0,TXNCBB2B23C7C
ACC0120,ACC0207,TRANSFERRED_TO,2989,1,2989.0,2026-01-12T14:42:05,2026-01-12T14:42:05,0.0,TXND76B251CD8
ACC0120,ACC0128,TRANSFERRED_TO,4890,1,4890.0,2026-01-11T03:05:55,2026-01-11T03:05:55,0.0,TXNED1F7549AA
ACC0226,ACC0074,TRANSFERRED_TO,7112,1,7112.0,2026-01-12T17:33:50,2026-01-12T17:33:50,0.0,TXN02CFEDFF48
ACC0226,ACC0184,TRANSFERRED_TO,521,1,521.0,2026-01-13T22:38:29,2026-01-13T22:38:29,0.0,TXN06F0856761
ACC0226,ACC0005,TRANSFERRED_TO,15716,1,15716.0,2026-01-11T14:30:43,2026-01-11T14:30:43,0.0,TXN0A685253B5
ACC0226,ACC0257,TRANSFERRED_TO,13421,1,13421.0,2026-01-14T16:38:34,2026-01-14T16:38:34,0.0,TXN0FB32EDF28
ACC0226,ACC0046,TRANSFERRED_TO,6977,1,6977.0,2026-01-13T20:57:33,2026-01-13T20:57:33,0.0,TXN1C6AFF5668
ACC0226,ACC0188,TRANSFERRED_TO,4642,1,4642.0,2026-01-10T23:24:46,2026-01-10T23:24:46,0.0,TXN2213543E9E
ACC0226,ACC0206,TRANSFERRED_TO,18444,1,18444.0,2026-01-10T20:44:29,2026-01-10T20:44:29,0.0,TXN3F9A217FD0
ACC0226,ACC0130,TRANSFERRED_TO,15484,1,15484.0,2026-01-12T14:21:52,2026-01-12T14:21:52,0.0,TXN52CB9418A1
ACC0226,ACC0016,TRANSFERRED_TO,22287,1,22287.0,2026-01-10T13:44:54,2026-01-10T13:44:54,0.0,TXN6942FFDBD5
ACC0226,ACC0077,TRANSFERRED_TO,18579,1,18579.0,2026-01-13T01:37:28,2026-01-13T01:37:28,0.0,TXN7CBC4C543B
ACC0226,ACC0072,TRANSFERRED_TO,22334,1,22334.0,2026-01-10T12:04:37,2026-01-10T12:04:37,0.0,TXN8197E95A02
ACC0226,ACC0290,TRANSFERRED_TO,17195,1,17195.0,2026-01-13T23:10:37,2026-01-13T23:10:37,0.0,TXN891C28F7EF
ACC0226,ACC0049,TRANSFERRED_TO,8259,1,8259.0,2026-01-12T01:50:44,2026-01-12T01:50:44,0.0,TXN9DBFCF88F0
ACC0226,ACC0245,TRANSFERRED_TO,4548,1,4548.0,2026-01-11T12:06:09,2026-01-11T12:06:09,0.0,TXNB3F8DC96B6
ACC0226,ACC0280,TRANSFERRED_TO,7548,1,7548.0,2026-01-13T17:10:07,2026-01-13T17:10:07,0.0,TXNDAA57DC1F6
ACC0226,ACC0031,TRANSFERRED_TO,17843,1,17843.0,2026-01-11T17:35:38,2026-01-11T17:35:38,0.0,TXNDEA215254B
ACC0226,ACC0008,TRANSFERRED_TO,18175,1,18175.0,2026-01-12T07:36:53,2026-01-12T07:36:53,0.0,TXNEEDC0AB2B7
ACC0226,ACC0185,TRANSFERRED_TO,13601,1,13601.0,2026-01-11T12:20:00,2026-01-11T12:20:00,0.0,TXNF0F328D287
ACC0226,ACC0179,TRANSFERRED_TO,22263,1,22263.0,2026-01-12T10:01:10,2026-01-12T10:01:10,0.0,TXNF56C220147
ACC0152,ACC0095,TRANSFERRED_TO,18313,1,18313.0,2026-01-11T02:42:56,2026-01-11T02:42:56,0.0,TXN0036D4FDCE
ACC0152,ACC0182,TRANSFERRED_TO,16134,1,16134.0,2026-01-14T16:08:14,2026-01-14T16:08:14,0.0,TXN04334AB182
ACC0152,ACC0019,TRANSFERRED_TO,14654,1,14654.0,2026-01-13T15:40:09,2026-01-13T15:40:09,0.0,TXN18C4852F72
ACC0152,ACC0005,TRANSFERRED_TO,1245,1,1245.0,2026-01-11T08:30:35,2026-01-11T08:30:35,0.0,TXN205F97E2FE
ACC0152,ACC0003,TRANSFERRED_TO,22839,1,22839.0,2026-01-11T12:46:59,2026-01-11T12:46:59,0.0,TXN386D5FA0D1
ACC0152,ACC0068,TRANSFERRED_TO,21981,1,21981.0,2026-01-11T20:26:37,2026-01-11T20:26:37,0.0,TXN58A150FDAD
ACC0152,ACC0131,TRANSFERRED_TO,22228,1,22228.0,2026-01-13T07:39:41,2026-01-13T07:39:41,0.0,TXN5DB8FFA964
ACC0152,ACC0264,TRANSFERRED_TO,16474,1,16474.0,2026-01-14T12:04:29,2026-01-14T12:04:29,0.0,TXN5E452C7A3D
ACC0152,ACC0154,TRANSFERRED_TO,12188,1,12188.0,2026-01-13T10:13:58,2026-01-13T10:13:58,0.0,TXN7110D804CE
ACC0152,ACC0211,TRANSFERRED_TO,9059,1,9059.0,2026-01-14T17:12:08,2026-01-14T17:12:08,0.0,TXN71C54ACC11
ACC0152,ACC0195,TRANSFERRED_TO,2814,1,2814.0,2026-01-14T08:38:36,2026-01-14T08:38:36,0.0,TXN742918B050
ACC0152,ACC0146,TRANSFERRED_TO,12399,1,12399.0,2026-01-13T13:31:12,2026-01-13T13:31:12,0.0,TXN97CFB107AF
ACC0152,ACC0006,TRANSFERRED_TO,23441,1,23441.0,2026-01-12T06:26:40,2026-01-12T06:26:40,0.0,TXN9B1DAB8991
ACC0152,ACC0267,TRANSFERRED_TO,7754,1,7754.0,2026-01-11T02:12:20,2026-01-11T02:12:20,0.0,TXNA3E766EC12
ACC0152,ACC0252,TRANSFERRED_TO,14645,1,14645.0,2026-01-12T03:08:35,2026-01-12T03:08:35,0.0,TXNB0DA5BF76E
ACC0152,ACC0212,TRANSFERRED_TO,19950,1,19950.0,2026-01-11T08:51:20,2026-01-11T08:51:20,0.0,TXND24BFB7C03
ACC0152,ACC0058,TRANSFERRED_TO,2408,1,2408.0,2026-01-14T09:31:36,2026-01-14T09:31:36,0.0,TXND7BEB5E6DC
ACC0152,ACC0214,TRANSFERRED_TO,6969,1,6969.0,2026-01-12T14:52:34,2026-01-12T14:52:34,0.0,TXNEE4517DE1B
ACC0152,ACC0014,TRANSFERRED_TO,8990,1,8990.0,2026-01-14T16:31:10,2026-01-14T16:31:10,0.0,TXNF8F315DEF2
ACC0152,ACC0199,TRANSFERRED_TO,24186,1,24186.0,2026-01-10T21:35:15,2026-01-10T21:35:15,0.0,TXNFAFCEE669A
ACC0095,ACC0008,TRANSFERRED_TO,6118,1,6118.0,2026-01-13T22:04:37,2026-01-13T22:04:37,0.0,TXN19F0081A64
ACC0095,ACC0038,TRANSFERRED_TO,6285,1,6285.0,2026-01-11T21:51:11,2026-01-11T21:51:11,0.0,TXN2B2A7E7BB7
ACC0095,ACC0290,TRANSFERRED_TO,5958,1,5958.0,2026-01-12T06:45:14,2026-01-12T06:45:14,0.0,TXN328BE72081
ACC0095,ACC0214,TRANSFERRED_TO,19062,1,19062.0,2026-01-12T22:40:02,2026-01-12T22:40:02,0.0,TXN457AD132A6
ACC0095,ACC0238,TRANSFERRED_TO,2783,1,2783.0,2026-01-12T15:30:07,2026-01-12T15:30:07,0.0,TXN4802A019A0
ACC0095,ACC0208,TRANSFERRED_TO,7496,1,7496.0,2026-01-11T09:57:33,2026-01-11T09:57:33,0.0,TXN4E37910F44
ACC0095,ACC0182,TRANSFERRED_TO,8623,1,8623.0,2026-01-14T14:21:38,2026-01-14T14:21:38,0.0,TXN4F05A3E94D
ACC0095,ACC0028,TRANSFERRED_TO,2647,1,2647.0,2026-01-10T17:07:44,2026-01-10T17:07:44,0.0,TXN58EA377D7A
ACC0095,ACC0043,TRANSFERRED_TO,2057,1,2057.0,2026-01-11T03:52:42,2026-01-11T03:52:42,0.0,TXN59E878410E
ACC0095,ACC0270,TRANSFERRED_TO,23081,1,23081.0,2026-01-13T23:53:10,2026-01-13T23:53:10,0.0,TXN6CC13C7F33
ACC0095,ACC0138,TRANSFERRED_TO,19164,1,19164.0,2026-01-11T16:47:01,2026-01-11T16:47:01,0.0,TXNBABED696A7
ACC0095,ACC0065,TRANSFERRED_TO,15790,1,15790.0,2026-01-13T15:56:49,2026-01-13T15:56:49,0.0,TXNC49F672ADE
ACC0095,ACC0265,TRANSFERRED_TO,11206,1,11206.0,2026-01-11T09:00:22,2026-01-11T09:00:22,0.0,TXNC5C3F35466
ACC0095,ACC0156,TRANSFERRED_TO,24944,1,24944.0,2026-01-12T09:21:12,2026-01-12T09:21:12,0.0,TXNE04BDBDD06
ACC0095,ACC0032,TRANSFERRED_TO,19590,1,19590.0,2026-01-13T12:25:01,2026-01-13T12:25:01,0.0,TXNE7C0C0909D
ACC0095,ACC0048,TRANSFERRED_TO,11462,1,11462.0,2026-01-13T12:22:39,2026-01-13T12:22:39,0.0,TXNF58452EB7A
